Timestamp,UTC,Latitude,Longitude
1741711886.1953807,2025/3/11 - 16:51:25,49.3855725,1.0680645
1741711887.2408082,2025/3/11 - 16:51:26,49.38557266666667,1.0680645
1741711888.2862005,2025/3/11 - 16:51:27,49.38557266666667,1.0680643333333333
1741711889.331901,2025/3/11 - 16:51:28,49.38557266666667,1.0680638333333332
1741711890.3797896,2025/3/11 - 16:51:30,49.38557316666667,1.0680638333333332
1741711891.4794066,2025/3/11 - 16:51:31,49.38557316666667,1.0680636666666667
1741711892.577895,2025/3/11 - 16:51:32,49.38557316666667,1.0680631666666667
1741711893.6243253,2025/3/11 - 16:51:33,49.38557316666667,1.068063
1741711894.7595654,2025/3/11 - 16:51:34,49.38557316666667,1.068063
1741711895.8926096,2025/3/11 - 16:51:35,49.38557316666667,1.0680628333333333
1741711897.0169911,2025/3/11 - 16:51:36,49.38557316666667,1.0680623333333332
1741711898.1344283,2025/3/11 - 16:51:37,49.38557316666667,1.0680623333333332
1741711899.2709494,2025/3/11 - 144:51:38,49.38557333333333,1.0680623333333332
1741711900.3993943,2025/3/11 - 16:51:40,49.38557333333333,1.0680618333333334
1741711901.5668814,2025/3/11 - 16:51:41,49.385573666666666,1.0680616666666667
1741711902.6666687,2025/3/11 - 16:51:42,49.385573666666666,1.0680616666666667
1741711903.78978,2025/3/11 - 16:51:43,49.38557383333333,1.0680615
1741711904.9255745,2025/3/11 - 16:51:44,49.38557383333333,1.0680615
1741711906.0340893,2025/3/11 - 16:51:45,49.38557383333333,1.0680615
1741711907.1592486,2025/3/11 - 16:51:46,49.38557383333333,1.0680615
